,0,1,2,3,4,5,6,7,8,9
0,1,3,3,3,6,9,9,9,9,9
1,1,1,3,6,6,6,11,11,8,8
2,1,1,3,4,6,12,12,11,11,8
3,2,4,4,4,12,12,10,11,8,8
4,2,4,5,5,12,10,10,10,10,7
5,2,2,2,5,5,5,7,7,7,7
